#name,value,fit,bounds,label,unit,truth
#companion b astrophysical params,,,,,,
#b_rr,0.0468,1,normal 0.0468 0.0009,$R_b / R_\star$,,
#b_rsuma,0.0311,1,normal 0.0311 0.0009,$(R_\star + R_b) / a_b$,,
#b_cosi,0.01,1,normal 0.01 0.01,$\cos{i_b}$,,
#b_epoch,2459773.252241,1,normal 2459773.252241 0.000984,$T_{0;b}$,BJD,
#b_period,24.438311,1,normal 24.438311 0.000074,$P_b$,d,
host_ldc_q2_tess,0.30,1,normal 0.30 0.01,$q_{2; \mathrm{tess}}$,,
#errors per instrument,,,,,,
ln_err_flux_tess,-6,1,uniform -10 -1,$\log{\sigma_\mathrm{tess}}$,rel. flux,
#baseline per instrument,,,,,,
baseline_gp_offset_flux_tess,0,1,uniform -0.1 0.1,$\mathrm{gp ln sigma (tess)}$,,
baseline_gp_matern32_lnsigma_flux_tess,-5,1,uniform -15 0,$\mathrm{gp ln sigma (tess)}$,,
baseline_gp_matern32_lnrho_flux_tess,0,1,uniform -1 15,$\mathrm{gp ln rho (tess)}$,,
#TTV companion b,,,,,
b_ttv_transit_1,0,1,uniform -0.1 0.1,TTV$_\mathrm{b;1}$,d,
b_ttv_transit_2,0,1,uniform -0.1 0.1,TTV$_\mathrm{b;2}$,d,
b_ttv_transit_3,0,1,uniform -0.1 0.1,TTV$_\mathrm{b;3}$,d,
b_ttv_transit_4,0,1,uniform -0.1 0.1,TTV$_\mathrm{b;4}$,d,
b_ttv_transit_5,0,1,uniform -0.1 0.1,TTV$_\mathrm{b;5}$,d,
b_ttv_transit_6,0,1,uniform -0.1 0.1,TTV$_\mathrm{b;6}$,d,
b_ttv_transit_7,0,1,uniform -0.1 0.1,TTV$_\mathrm{b;7}$,d,
#TTV companion c,,,,,
c_ttv_transit_1,0,1,uniform -0.1 0.1,TTV$_\mathrm{c;1}$,d,
c_ttv_transit_2,0,1,uniform -0.1 0.1,TTV$_\mathrm{c;2}$,d,
c_ttv_transit_3,0,1,uniform -0.1 0.1,TTV$_\mathrm{c;3}$,d,
c_ttv_transit_4,0,1,uniform -0.1 0.1,TTV$_\mathrm{c;4}$,d,
c_ttv_transit_5,0,1,uniform -0.1 0.1,TTV$_\mathrm{c;5}$,d,
c_ttv_transit_6,0,1,uniform -0.1 0.1,TTV$_\mathrm{c;6}$,d,
c_ttv_transit_7,0,1,uniform -0.1 0.1,TTV$_\mathrm{c;7}$,d,
c_ttv_transit_8,0,1,uniform -0.1 0.1,TTV$_\mathrm{c;8}$,d,
c_ttv_transit_9,0,1,uniform -0.1 0.1,TTV$_\mathrm{c;9}$,d,
c_ttv_transit_10,0,1,uniform -0.1 0.1,TTV$_\mathrm{c;10}$,d,
c_ttv_transit_11,0,1,uniform -0.1 0.1,TTV$_\mathrm{c;11}$,d,
c_ttv_transit_12,0,1,uniform -0.1 0.1,TTV$_\mathrm{c;12}$,d,
c_ttv_transit_13,0,1,uniform -0.1 0.1,TTV$_\mathrm{c;13}$,d,
c_ttv_transit_14,0,1,uniform -0.1 0.1,TTV$_\mathrm{c;14}$,d,
c_ttv_transit_15,0,1,uniform -0.1 0.1,TTV$_\mathrm{c;15}$,d,
c_ttv_transit_16,0,1,uniform -0.1 0.1,TTV$_\mathrm{c;16}$,d,
#TTV companion d,,,,,
d_ttv_transit_1,0,1,uniform -0.1 0.1,TTV$_\mathrm{d;1}$,d,
d_ttv_transit_2,0,1,uniform -0.1 0.1,TTV$_\mathrm{d;2}$,d,
d_ttv_transit_3,0,1,uniform -0.1 0.1,TTV$_\mathrm{d;3}$,d,
d_ttv_transit_4,0,1,uniform -0.1 0.1,TTV$_\mathrm{d;4}$,d,
d_ttv_transit_5,0,1,uniform -0.1 0.1,TTV$_\mathrm{d;5}$,d,
d_ttv_transit_6,0,1,uniform -0.1 0.1,TTV$_\mathrm{d;6}$,d,
d_ttv_transit_7,0,1,uniform -0.1 0.1,TTV$_\mathrm{d;7}$,d,
d_ttv_transit_8,0,1,uniform -0.1 0.1,TTV$_\mathrm{d;8}$,d,
d_ttv_transit_9,0,1,uniform -0.1 0.1,TTV$_\mathrm{d;9}$,d,
d_ttv_transit_10,0,1,uniform -0.1 0.1,TTV$_\mathrm{d;10}$,d,
d_ttv_transit_11,0,1,uniform -0.1 0.1,TTV$_\mathrm{d;11}$,d,

